Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
461043,B0060JNAE8,AOHBRJRIDY6TO,"J. ""bluemonitor""",1,1,5,1275955200,Awesome for price.,This olive oil is very tasty and the value is just excellent. We're probably through 6 cans now and we'll never go back.
5359,B004565GV8,AUBZIIDZQZ7O3,lisadee,0,0,5,1299024000,willy wonkalicious,"the extra dessert delights sugargree key lime pie flavored gum is an amazingly limey mouth party.  it has a zesty tartness tempered with enough sweetness for balance.  having a piece of gum taste so much like a food is a little disorienting and while i did not really think i would end up looking like a lime (a la violet beauregard from willy wonka and the chocolate factory movie), it was a relief that i did not.  the only problem is that the flavor does not last as long as bubble gum or mint flavors.  but that might just be too much to hope for."
539512,B006WYSFZK,APGAA43E3WPN7,Darren,0,0,5,1201392000,amazing chips,"i rarely eat chips but i saw these and tried them. they are really amazing. i love cheddar too, but the chips are really thin and crunch and delicious flavor. i recommend them."
100102,B000LQORDE,A1WZQDRB46Y6AT,will,0,0,5,1349222400,AMAZING!!!!!!!,if you like spicy you'll love this way better than the kind you get at the grocery store!it is so warm and delicious! buy it
217320,B0074AR8IG,ARKL8PLBDB4T5,Marc Mest,0,0,4,1344124800,"Love snackwells, but not all the same calorie portions in this","First, I think this has an odd product assortment. I don't understand the popcorn mixed with the pretzels and the cookies. Other than the chocolate drizzle on the popcorn it does not seem like they all fit together.<br /><br />The main issue is that the calorie portions are not the same for all three. the popcorn is 130 calorie count while the other 2 are 100.<br /><br />So that is why I knocked off one star.<br /><br />The pretzels are the real prize in this assortment.<br /><br />They arrived fresh, and even though it has been very hot and humid the chocolate did not come melted.. So Nabisco really knows how to make a product."
135355,B005VOOM4A,A1LA4K5JF78BER,"Miyomoto Masaki ""MM""",0,1,5,1332892800,"Love It. Smooth, Not Bitter, Wonderful Taste!","I have been using a Tassimo brewer like this one made by Bosch for several years now. <a href=""http://www.amazon.com/gp/product/B001W3V88W"">Bosch TAS1000UC Tassimo Single-Serve Coffee Brewer, Anthracite</a> . I purchased mine from Tassimo Direct online. Gevalia, Starbucks, HAG,  and several other brands were my main brews. I love the convenience of the Tassimo system and easy cleanup. However, after drinking this Marley Coffee, I am now rethinking how I brew coffee. The Tassimo takes up a fair amount of counter space. You have to use the Tassimo disc coffee packs and they are limited in choices. I wish this Marley coffee came in Tassimo discs. I love it.<br /><br />I am now thinking that I will simplify my coffee station by getting rid of the Tassimo and using a french press or this Aerobie <a href=""http://www.amazon.com/gp/product/B0047BIWSK"">Aerobie AeroPress Coffee and Espresso Maker</a>. Not only can I get everything off the counter and store it in my cabinets, but I can also use any kind of coffee I want. I have an instant hot water unit that is supplied filtered water from a sediment and carbon block filter. I also already have a spinning blade coffee grinder. So I think I am going to purchase the Aerobie brewer and open up one of the Marley pods and give it a try."
112818,B000GAYE38,A1W0F3F6EXIAKP,"vieprivee ""vieprivee""",0,0,5,1294358400,Crunchy and SO Tasty!,This is one wonderful product. I am a real oatmeal fan and this one has the best flavor and texture around! I would surely buy it again.
40783,B000QSQSGG,A3LJI243YFKFUG,shopaholicanon,2,2,5,1293494400,great for allergies!,"I am using this for my labrador mix that is extremely allergic to all kinds of foods and it works great on him!!! I got him as a puppy and he would have huge stomach upsets, diarrhea, vomitting, pretty much everything!! I didn't know what to do with him and I thought he was not going to make it.. However, this seems to be the only food that works for him now. I looked for a good holistic food that I could afford and also easily available so that I can run out to buy it when it's out. This is found in petsmart so it's pretty easy to find this food and it works really great for dogs that can not consume corn meal. Also, I have found that his coat is extremely shiny now! I get compliments on it all the time and everyone is always asking me what I feed him :) For the price, I think that this food is pretty awesome and I probably won't be looking for a new food anytime soon. I'm still looking for a cheap holistic food that does not contain any grains, but I think that will be next to impossible.. :("
326151,B001PB10CK,A2R42MDDSKW1JT,"A. Porras ""SpaLady""",3,3,5,1309824000,MANGO!,"I purchased the Natural Mango Extract to make mango cupcakes, and I must say, they were amazing!  The extract smells just like a freshly cut, ripe mango. I can't wait to find other things to use it for!"
381096,B0007U5J40,A32ZW4WWFAUFDA,"Barbara J. Forman ""cudlbug""",0,0,5,1309132800,Crunchie Milk Chocolate with Honeycomb,"Order came on time, was fresh and crunchie. This is the best bar ever, healthy and delightful. Wish we could buy them in the states, In Australia they are called Velvet crunchie's; come in a package and are bite sized. They just are the best."
98256,B0030VJ70K,A2FZYZ1U6Q8OIG,Military Mama,0,0,5,1345075200,Finally Found Something,I love these flavors! Finally found something great to add to meatloaf! Gives it a great taste with fruit and veggies also in there! My son loves these when we are at the park.
195303,B0013HGSGY,A1NFXS9QOKWGO9,SalemClipper,0,0,5,1351036800,Potent and long-lasting flavor-enhancer,"A few drops[!] from this small miraculous bottle immensely enhance your tall glass of pure, thirst-quenching ice water by leaving each sip with a nearly imperceptible splash of vanilla flavor.  Works well to add flavor boost to hot tea, hot cocoa, pancake syrup, and even yogurt."
485726,B001RVFERK,A1KBQEYNYSFDWY,"C. Thomas ""Interested Reader""",0,1,3,1285459200,They Seem Different,"I normally love Popchips.  I couldn't find them in the local stores so I ordered them here.  The flavor doesn't seem as good... they are a little more browned,thinner and seemed more crispy in a harder sort of way.  I don't know if the batch was off or if they have changed how they make them.  I was disappointed."
70703,B001LQNUPO,A1D1D35O0MDM1T,Retired2AZ,0,1,1,1312416000,Not for all espresso machines,"POD is a generic word, and nothing in the description said that it was for Senseo machines. I'm glad it works for Senseo because it sure doesn't work in my espresso (Starbucks) machine."
180072,B003WKNF7A,A2G9S0SPX8JR0Z,check the description,0,0,5,1335139200,Great hot sauce,"I don't agree with the other comment.  This hot sauce is not the hottest but does have a bite to it.  The main difference in hot sauces is the heat and the flavor.  If you want to burn your butt the next morning, get some mad dog 357.  Not much flavor but extremely hot.  This hot sauce has both.  Flavor and heat to it.  If you want something much hotter then purchase texas tongue torch from the same company.  I eat hot sauce on just about all my food. I visit the local hot sauce store who sells nothing but hot sauce on a weekly basis to check out new arrivals and purchase something different.  Fire in the hole is in my top 5.  Summary is, if you want something that is hot to the taste and has a great flavor then this is your hot sauce."
499329,B000LKYTRY,A3U6ZT9EL1PRP0,D. Ford,0,0,5,1329350400,great for soups,"Kombu is great in soups, stews, anything really. I feel it gives my family extra minerals that are essential to good health. I put it in with the other ingredients to cook and afterwards just discard it before dishing up the meal."
207308,B003D4IYSU,A2NTAZR1T7DPWQ,Adella Reclite,0,0,5,1332201600,Great deal on hard to find teas,I once had some Black currant tea and loved it but couldn't find any in the stores so I went online and found this great deal!  The tea is soooo delicious.  Will buy again!
244987,B001E5E1PA,A27SULL13UIWM4,James R. Stephens,2,2,5,1238889600,Better Than Milk - Great Stuff,"I was introduced to Better Than Milk by a very knowledgable nutritionist when I was recovering from heart surgery. That was 11 years ago. I've used it twice daily since; in the morning on cereal, and before I go to bed with Ovaltine.<br />I use only the original; don't care for the other flavors. This is TRULY ""better than milk."" One does NOT get any of the junk the dairies feed their cows. Try it!<br />James R. ""Jim"" Stephens, author of CAMERA SOLDIERS: The Philippine Odyssey and THE WINDS OF OCTOBER."
107489,B007TJGY4Q,A20LHZ4QR9HPL8,Boomer Sooner,0,0,5,1205798400,Bold Flavor,"This is the K-Cup I go to when I want a nice, bold coffee.  Not too strong and not too bitter, this coffee hits the spot! Wonderful on its own, but this is a great dessert coffee as well! Stands up well to the medium Keurig setting and might work on the large setting for those who prefer a little weaker cup."
83923,B003M61XGO,AS1FCKNKY95ID,"Juli A. Lee ""JingleJL""",0,0,5,1336435200,Excellent,"I am a Diabetic and also, at this time, cannot drive.  So, I am so glad that I can purchase many of my favorite grocery items on Amazon.  This Diet Cranberry Juice is wonderful and good for you. I also purchase Macro Greens Nutrient-Rich Super Food Supplement (wonderful for you) here on Amazon which I put in about a glass of cranberry juice.  It is great together.  That's the first thing I have in the morning.  Check that out also!"
197392,B000084F1I,A2HCDPUZ6I95CO,Heather L. Royce,0,0,5,1320105600,Dogs love it! And so do I!,Since we switched to Diamond Naturals (Beef & Rice Formula) my dogs' coats are healthier as well as their overall health. I feel much better knowing they are eating more natural ingredients and not all the bi-products and chemicals that are in so many other dog foods these days. One of my dogs had a skin allergy that flared up every fall...while I can't for certain blame it on the food...I am happy to say he was not bothered by any allergens this year. We are sticking with Diamond Naturals!
146278,B004SKOJS2,A4JQTFVBXLZUD,Lee Koppey,0,0,5,1332720000,As delicious as they sound,Picked up a box of these after I found the PB 'n J M&Ms that I was searching for. I like these too. So happy I discovered them.
393995,B000WVY4PE,A37D4ATANXQF5Z,Ricardo Sanchez,1,1,5,1279843200,"Great Product, Hands Down!","As a sports referee for Basketball and Lacrosse, I do a lot of running, stopping, changing directions in an instance. This takes a toll on bones, muscles and joints. I usually feel the pain the next day after officiating these two sports. I've been using Calm for approximately four weeks and since I've started I have no soreness, my joints and bones feel good and my muscles are very relaxed. It does have a ""good"" effect on your bowel movement, it's not a bad thing, it keeps you cleansed. I would highly recommend this for any with muscle, joint or bone pain."
541969,B0002QEICI,AAGFBKIBVAGJO,"John I. Mollhoff ""jmrunner""",5,5,4,1198886400,If you like to use capers!,"Very good capers. There are better out there, but these are very good for daily use."
211831,B000CNB4LE,AUJ9KXX20JX4Q,Jeremy A. Mazur,0,0,5,1346889600,great drink,"I like having Zico with dinner, it really quenches my thirst.  I also like taking it to watch my son playing sports, everyone else is drinking coffee which I never drink."
458545,B000FFIL92,A6007UP8CNNZ1,Rambling Rose,0,0,4,1286236800,very nice tea,"A great opportunity to test out different teas that please your pallet.  This set of tea would make a really nice gift to yourself or to others and the neat part is that you can buy additional, individual teas without buying the whole set again.. If you like exotic flowers and tea you will love this. I bought this set as a gift for my mother in law cause we both enjoy tea. We tried the jade jewel first and it was wonderful. The flower was very pretty and the tea itself was very relaxing. Now I have to buy one for me to try."
415270,B001QKFZRG,A3NWM7HKF7R59I,UNHAPPY CUSTOMER,7,7,1,1345248000,DO NOT BUY FROM THEM,"I SPENT 6.94 ON A PACK OF GREENIES WHICH WAS SUPPOSED TO BE A PACK OF 10<br />AND I GOT I LITTLE BONE FOR THAT MONEY WHAT A RIP OFF, THIS IS FALSE ADVERTISING."
386349,B00073JVFU,A1M5KRVMD7XEC4,Grandorse,1,1,5,1313366400,rose hip tea,"I ordered this to serve at a ""tea"" where I was speaking about roses.  It was a hit with those who were brave enough to try it."
103652,B000IMLJ46,AKFRR0QE0KTT6,jc recording,1,1,5,1266192000,Yummy Yummy Yummy!,"<a href=""http://www.amazon.com/gp/product/B000IMLJ46"">Amish Country Red Popcorn - 6lb.</a><a href=""http://www.amazon.com/gp/product/B00017LEXO"">Amish Country Red Popcorn - 2lb.</a><br /><br />We buy the 6 lb. bag because it is SOooooooo incredibly good that we go through it very quickly.  I use a small amount of oil and a little bit of sea salt and it is excellent.<br /><br />Very few hulls on this popcorn so you don't mess up your teeth!<br /><br />Try it...if you are a popcorn lover, you won't go back. Not to mention the better health benefits!"
403268,B0058AMY5G,A324FVIOYCWNSB,"Eric BVD ""Eric""",0,0,4,1215302400,An addictive potato chip,Eat at your own risk.  Once I would open a bag I could not stop.  Good and salty.
251596,B001SITYJ6,A39D0L5L89OK5Z,"C.C. Damon ""Cher""",0,0,4,1316649600,Great Protein,Jack Link's beef jerky is a quick and great tasting way to get extra protein into your diet.  A great snack.  I really like the teriyaki flavor.
496494,B001181NBA,A11AW1AVGA058V,"M. Kim ""SanDiegoGirl""",1,1,5,1296604800,So delicious!,"I am a huge fan of these. I first tried them out after seeing them at a local grocer, and quickly found that was addicted! they are seriously that yummy. My kids always beg me for some, too. Amazon doesn't have the best price, though, try a local big box store for the best price. Just be careful not to eat too many!"
394117,B000WVY4PE,A2AEAGNYKZHZLH,"Syed M. Hussain ""swipe till you wipe""",4,4,5,1335830400,This is the bomb,"I took it for 3 months and now i see the difference...<br /><br />Has completely cured my anxiety,depression and muscle spasms,numbness etc...<br /><br />I had all the above issues and now i am taking a very low dose of antidepressant and might not be needing it very soon...<br /><br />This supplement is excellent for sound sleep as well...<br /><br />Hurray!!!!"
475661,B00250I61S,A3OS6WQDG5B23R,Shareen,1,1,2,1212969600,too sweet,"These cookies are cloyingly sweet, i had to throw out the middle as it tasted like sugar! The cookies themselves are hard without much flavor. I wouldn't buy them again. I'm wondering what to do with those that are left."
228918,B001GVIUKE,A34IEGJ9CJ0XK7,"A. Keranen ""xfiled in CO""",1,1,2,1304121600,Consul Escargots Extra Large Snails,Every can looked as if it were struck several times with a hammer before packaged for shipping. Probably seconds that were aquired under the cover of darkness.
181155,B007Y59HVM,A1ZPBMHNIM9Z6T,Amy Carter,0,1,5,1343779200,My new FAV coffee pods!,"I am a big fan of bolder coffee's and have struggled to find coffee pods that live up to the bold flavor, until now! I am such a fan of the Fog Chaser blend, that I have it on auto ship & save from Amazon!  One taste and you will see!"
123134,B000CQBZOW,AINMG64N0CBEG,Oz,3,5,2,1261785600,not as good as Yogi Tea's Lemon Ginger tea,"I am used to Yogi Tea's Lemon Ginger Tea, and for a change I wanted to try Stash's.<br />Unfortunately, I will go back to Yogi Tea's Lemon Ginger which tastes much nicer."
412495,B002YFZ7IY,A1JVYB3XW8755G,Mariah Long,1,1,5,1292716800,"So far, so good!","My dog has eaten this food for 19 days. So far he has not gotten an ear infection, but still shows redness on his paws. He loves this food. He somehow could smell it through this lovely packaging and followed me around while it was carying through the house. His appetite also matches the recommended serving suggestion, which is wonderful. I am going to order another bag, so we can see if the paw and mouth allergies go away. He may have a food and environmental allergy as well. I feel good about the ingredients and how my dog responds to the food. I think this bag will end up lasting an entire month or very close to it.<br /><br />The shipping was also super fast, so not only am I happy with the food, but the seller as well!"
351593,B000UXVIYO,A2F37FGRIVPGZA,Hal,5,6,5,1249257600,Tastes good,"I am not a rice connoisseur and the Roland Thai Jasmine Rice is the first type of Jasmine rice I have ever tasted. To me, this rice looks like Basmati rice (long and thin grains). It cooks pretty well (turns fluffy) and fast in the microwave. I add 2 cups of water for every cup of rice - and the cooked rice looks like cooked Basmati rice! The rice tastes good too although I have to say I prefer the taste of real Basmati Rice.<br /><br />[...]"
70932,B0018N2UNI,A21VP0KZNP2DFE,Kim McIlwee,1,1,5,1305072000,Refreshing and rejuvinating,Tazo Refresh is a great selection for caffeine free tea. I love the mint taste. It's a tea that needs no sweetner added to it - it's tasty hot or cold.
178463,B000TIZP5I,A3E9U2PP8VT6VS,"Nestor A. Leal Perez ""Nestor Leal""",1,1,5,1344816000,Finally got rid of my thirst,"Nothing could take my thirst away. In the office I was drinking lots of water until realizing it was bottled and was low in ""salts"" but it meant low in sodium and low in many other minerals I was missing. I was drinking a lot of water and the trips to the restroom were also really frequent. So I started sprinkling some celtic sea salt on my glass and suddenly my thirst stopped and my restroom trips became less frequent. It's crazy how ""they"" are telling us to eat less sodium but it really means to eat less processed salt. Do yourself a favor, get your unprocessed mineral sea salt and you'll feel the difference. Salt is not creating hypertension, processed food, grains, breads and sugar is. Get your fresh food and sprinkle good quality salt on it."
384371,B000LKVGV6,A22HYNTJXQHP25,mariexpx,0,0,5,1244505600,"Better than ""regular"" pasta!","This pasta is delicious!  My husband (who is not Gluten free) tasted these noodles and thought that they were regular ones.  He couldn't tell the difference!  These taste much better than even the best rice pasta, in my opinion.  Well worth trying it."
266294,B001D9RVMM,A3HAQV2M65O94P,"J. Frost ""frosties""",0,0,5,1212537600,Works Great,My dog loves the treats and she is actually less stiff after a hard day of playing!  A great treat for helping our pets to be healthier!
146392,B003THS4ZE,A8KJS2P6E5DCB,T. Distaso,2,3,3,1330473600,"Taste is someone overpowering, has a noticeable after taste.","I will definitely have to work on tweaking the amount used.<br />The directions IMO had you using too much, it also left an aftertaste.<br />In my house we are not regular soda drinkers and have been using more sparking water.<br />My kids did not like this flavor, I may try mixing it with something else to try and balance the too strong taste."
87500,B001D0GV6I,A1RVHC8H2YBJ1T,R. Robbins,0,0,5,1273363200,"Good, more like regular coffee but with nice mild roast","One of my fav. k-cups, tastes more like regular coffee though (but a little better than regular.)"
75823,B004MO6NI8,A2IG5S4NVHSBPK,Thmiracle,3,4,5,1319155200,Second to None,"No Fear is a superior taste, and clean energy. I've been hooked on it since 2006. It's getting extremely difficult to find, but luckily I was able to pick up a 12 pack from Amazon. They need to mass produce this stuff again, because its hands down the best energy drink available."
75340,B001E5E0YW,A2MS6AYP7SYV5O,Carole,0,0,5,1312934400,Perfect Pasta,"My sweetheart, Jim, has Celiacs disease...but I'm half Italian, so there's no way I'm giving up pasta! This is a great alternative, and it tastes just like real pasta. Try this recipe from my website [...] that uses BioNaturae. You can use it for just about anything! It's delicious."
479923,B002SCD4NI,A2UPPC2NEI91SF,"Kaitlyn B. Vera ""vera""",0,0,1,1346544000,SO disappointed,"i think the last guy saif it spot on. THIS, BLAND AND TASTELESS. i love fresh pasta sause i guess it taste fresh because it has no taste. for this price i rather buy raos dont buy this sause its awful i dont know how other people rated this so high maybe they have no taste buds"
442353,B003GYZ746,A21HMCRYBYXLNF,amazonbuyer,1,1,5,1305244800,Best gummy candies around,"These are great - some sort of jam-like filling right in the center (I guess that's the ""splosh"").  Flavors are tasty too."
199376,B002CJG2H2,A3HHRQBSECP697,Starla Slade,0,0,5,1340409600,Makes kitties happy,"The cats love this stuff. Full of gravy, which they all love. Good variety of flavours, or so I can guess by the cats telling me they want wet food. Haven't tried it myself :) Great price. Will definitely be buying this again."
100469,B001ACTYT0,A114XQ5NYCAL59,"S. Oldacres ""reading for pleasure""",0,0,5,1348963200,Great source of Omega 3,"I bought this product through Amazon because I could get 6 containers shipped to my home for the same price as it cost me at the store. And the closest place I could get it is a 45 minutes drive one way. Flax is a great source of Omega 3's and it can be added to almost anything. I use it on my cereal, scrambled eggs, in protien drinks and in yogurt just to name a few. And my husband even likes it! He says it adds a slightly nutty taste to things."
487322,B003VT0I2W,AZY65DNQD4OKL,Del,0,0,2,1350345600,lemon in more ways than one,"First of all the product tasted stale I've had the product before so I know what they should taste like,secondly the price for s&h was outrageous"
124356,B005ZBZM52,A2ZKXGAW9W0C40,"Christopher A. Dowling ""tintinet""",1,1,5,1344470400,Pleasantly (not?) surprised!,"Awesome coffee! As good as I've had from a K-cup.  Given the generally favorable reviews, I wasn't really surprised to find it decent, but I was still impressed by how good it is.  Perhaps a few people received an off batch, but the one's I've brewed so far have been terrific, and at an amazing price. It's well worth the trouble of keeping them sealed up before brewing for me."
15904,B001NGASKC,A3OS09TVPIYYH3,Shoegirl,1,1,5,1327449600,Love this Cincinnati Style Chili,"I am a Cincinnati native living in Texas and I really missed Skyline Chili. This is a great substitute and very easy to make. I add tomatoes, onion and peppers to give more substance and leave out the chocolate. I've tried many of the Frontier soups and this is hands down my favorite."
170561,B005PHDN4I,A269RGUQF49HT5,Sarahj,0,0,3,1350604800,"Good flavor, but NOT AT ALL Spicy","It's tasty (we used it to make kimchi), but it is not at all spicy.  Very disappointing from that aspect.  We made a small batch of kimchi (4 quarts) and used two cups of these hot pepper flakes.  It's only barely spicier than paprika.  :(  If cayenne pepper is a 10, then this is a 2-3.  I don't think that ""Hot Pepper Coarse Type Powder"" is a good descriptor.  Maybe replace the word ""Hot"" with the word ""Red"".  It's definitely red, but it is certainly NOT hot."
238826,B000O5DI3W,A2E92Q5VP06WE,msmm,0,0,4,1346889600,Angel's mom,Some of the packs seemed dried out. Not sure why?? But angel loves them just the same. This is a far better deal than the pet store:)
325283,B0033GMSTY,A10P9PAB9B8GX7,"Melvin Fields ""Tech Expert""",7,8,3,1300752000,"Drinkable, but rather bland, not full-bodied, will not buy again","I have been a Keurig user for several years, have one at home and one in my office. For at least 4 years I have been using the Green Mountain Columbian Fair Trade K-cups, been very happy with them. Recently I saw the Donut House flavor offered at my local warehouse club and it piqued my interest, problem is that the warehouse box contains 80 K-cups, didn't want to buy 80 of something I may not like. So, I picked up an 18-count box at my local Walmart, I'm so glad that I did!<br /><br />First, let me say that I'm not a fan of Starbucks coffee's, I think they are too strong, too bold, too bitter. I like a flavorful, medium roast but full-bodied cup of coffee. The Green Mountain Columbian Fair Trade K-cups fit this bill, whenever I would make a cup at my office, everyone would comment, ""Wow, that smells so good!"", it tasted just as good.<br /><br />I tried the Donut House coffee this morning, no inviting aroma when brewing, very bland in taste, I don't know how they get away with calling this ""Bold"". It says right on the box, ""light roast"", I don't know how a ""light roast"" can be called ""Bold""? I was expecting a very full-bodied flavor, but without a bitter after-taste. Well, there was no after-taste, no taste period, just very bland!<br /><br />FYI, I usually use 16 oz. ""to go"" cups when brewing K-cups, I use 2 K-cups per 16 oz. cup, I brew the first K-cup on the middle button (8 oz. setting), the the second K-cup on the lowest setting (I think it is 6.5 oz. setting), this allows room for a teaspoon of sugar and some half and half to a golden color. I have been doing this for years with my Columbian K-cups and always get a great cup of coffee, did the same with the Donut House blend, drinkable, but not remarkable in any way. I will be sticking with my Columbian Fair Trade blend that never fails me.<br /><br />I will use the remainder of my Donut House K-cups, but I will not buy them again."
212429,B00168ACE4,A1A7OY2HX8GXTU,"SpringWolf, D.D., Ph.D. ""Many Blessings""",1,1,5,1330560000,They're great!,I've loved these things for decades and for some reason no one in my area carried them. For 15 to 20 years (yes I'm serious) I've been looking for them in ever food store I've been to. I was SO excited when I found them here from an Amazon Seller! I was so excited and even more pleased when they arrived quickly and were fresh and wonderful.
310875,B000K8R30W,A2ODA0RPJEBGCR,B. Neal,0,0,5,1241481600,Addictive!,"I bought a whole bunch of these for a party and decided to open a bag to snack on. I literally couldn't stop eating them. Seriously, they're really good and more addictive than potato chips. They're excellent with hummus but it's like the hamburger helper joke, ""it tastes fine by itself!"". Excellent."
66559,B00469PHX6,AKMEY1BSHSDG7,J. Arena,0,0,5,1325462400,Super snack!,"Chex Mix Traditional is a fabulous blend of crunches and tastes that make everyone happy. As good as it is, we are not one to stop at perfection, and have mixed portions differently. Try raisins, M&M's, walnuts, etc. It's not just a snack, it's an adventure!<br /><br />Yum!"
35203,B001SJR4XS,A20G5TC5PT4FSD,Susan Schultz,0,0,5,1351123200,Kicking horse coffe,We bought this coffee took it in the motorhome on our vacation.. the very best wake up coffee every day.!!!!
537863,B003BGRUPI,A2MXOXSIY0OUXS,JLM,1,1,1,1298073600,Very strange flavor,"I tried this brand of green tea after drinking both Celestial Seasonings and Twinings green teas. This one had a very strong, very strange flavor. It almost tasted like a meat broth rather than a tea. I think another reviewer who described it as a ""burnt"" flavor may have gotten it right. I tried it once, and immediately switched back to Twinings. I recently tried a second bag, thinking maybe I overreacted the first time, but had to pour it away."
160576,B000LKUU1S,A2658LG9YROSYB,N. Kramer,1,1,5,1226275200,Great stuff!,"It is a good deal as long as you have plenty of freezer space to keep the seeds in. Flax seeds are really good for you, they could be eaten whole, but if you grind them in a coffee grinder and eat within 15 minutes they will provide all omega 3,6,9, and bunch of fiber at the same time.<br />I like to add mine to yogurt, smoothies and sprinkle on salads."
42808,B002NHYQAS,AGVDI7RLT24WJ,"J. Schwartz ""JMS""",0,0,5,1298419200,Delicious,"My sample bar of chocolate arrived today and I quickly opened it to sample so I could write my review.<br /><br />The chocolate is so delicious that I had difficulty resisting the urge to finish the whole bar in one sitting. I love dark chocolate, and Newman's 54% cocoa is an excellent balance between sweet and bitter.  The melt point is just right for eating. The chocolate is very smooth.<br /><br />Being certified organic is not that important to me, but if you are looking for a great tasting bar of chocolate, this is a good one."
265237,B000RNHAF8,ALSAOZ1V546VT,"A Research It Maven ""Just the facts please""",2,2,5,1313366400,EXCELLENT ANT CONTROL because its ant BAIT. (Moisten it!),"Ant ""BAIT"" is a better description for this Bayer product since it is eaten by the ants and fed to their QUEEN - resulting in the extinction of THAT colony. BUT ants are constantly expanding their territory and the treated area WILL become infested again by other ants (especially where we live!). Frustrating!<br />So, controlling ants in our ""Hot Dry Desert"" area requires spreading ant bait every few weeks, especially in WARM weather. It needs to be MOISTENED, also, to be effective, so right Before a rain is the PERFECT time to put out this ant bait.  Be sure to sprinkle a ""barrier"" close to the house (around all sides) to keep ants out of the house. We do this once a month ALL YEAR because even in cooler weather ants will invade the house seeking WATER, if nothing else."
129659,B000EQYSLC,A57Z1P30AXT99,V. Nguyen,1,1,2,1261353600,Crunchy but too hard to eat,"The only thing good about this product is the packaging.  The chips themselves are okay, not great.  Very crunchy, but about 50% of the chips in the bags are very hard to chew on.  They are as hard as rocks.  I bought 12 bags a few months ago and still have about 5 left.  For each bag, I can eat about 1/3 (those red and orange chips and taro are not too bad).  The rest of the bag is thrown away because those translucent chips are as hard as rock.  Maybe some people like this kind of chips.  Do yourselves a favor and try some at the grocery first before buying in bulk."
530604,B002FWTEYY,A1TY3RTVCSCMWU,Midaidai,2,3,5,1272844800,Weekend treat!,"My daughter has the regular plain milk from Organic Valley on weekdays. This is the weekend treat for her. We always carry a couple of cartons when we go out. So when mommy and daddy get Starbucks coffee, she gets this milk."
263431,B001E5E25Y,A3930X480VRR8D,murray lee,7,7,5,1181606400,great strong tea,Use 1/2 as much tea as you normally brew and still have a stronger more full bodied tea.
444275,B000LKZ0R2,A1XCKFUMRK01XO,Ingrid Chen,1,1,5,1179705600,Best chips in the world,"These are the BEST chips in the world. Perfect for people who like a simple, clean taste that's not drowned in artificial flavors.<br /><br />And this is the best price I've seen anywhere. The cheapest I've seen is at Whole Foods for $1.99 per bag."
95885,B002ULSKXQ,A7MXWFCWVXJZE,"H. Smith ""Beautacentric""",2,2,5,1277251200,Good...,"Teddy Grahams are soooo delish, they are what a chocolate graham should be. The ones I received were expired, but Amazon worked with me to find a resolution. This issue would not prevent me from ordering them again; Amazon is one of the friendliest, most customer oriented and easiest online or brick and mortar retailers period."
526813,B00063434K,A1ICF3NI2PDES8,beagles,2,2,5,1286409600,Allergy Diet,Natural Balance Duck and Potato is the only limited ingredient food our beagles with food allergies will eat.  They like canned and dry both.
180491,B0031U9UZC,A2IS1PKESDN9VE,handskris,10,10,1,1339632000,Buyer Beware,"This flavor does not actually contain 120% of daily iron for babies, as still listed on most packaging.  This was a grievous error (a ""printing error"" according to the company).  This flavor only contains 6% iron, in the realm of most other baby food pouch products.  Unfortunately, this company has failed to pull mislabeled products or notify distributors of the long running error."
20838,B002EDF82G,A1QIN5VH8CYYBG,Sam I Am,3,3,5,1295654400,THE BEST CHEESE EVER!!!,"If you haven't been introduced to Saint Andre soft cheese you are not living.  It's like Brie mixed with butter.  The flavor is milder then Brie and the texture is very much like fresh butter.  It's firmer inside then Brie, especially a ripe Brie.  I can't imagine it is very heart healthy but makes the absolute best baguette for breakfast instead of butter.  I am a cheese person and I eat cheese from a number of EU countries and this ranks as one of if not the best.  Enjoy and keep the red wine flowing.  Buon appetit!"
164175,B000CQE3NM,AFFVUZEGP1FDQ,"Morrigan Alexandros ""The Opinionated Me""",2,2,5,1250640000,Great tasting tea,"I like Stash Tea because I find that it consistently delivers good quality and great tasting tea. The Fusion Green and and White Tea is not exception. It is smooth, very aromatic and great tasting. It is one of my favorite teas and I drink it all the time."
222239,B001HTGAQQ,A3JHON7QGC6HWT,abt2f,0,0,5,1295308800,Great Value,Wonderful natural product.  They are very easy to pack for lunch or on the go.  I love them shipped right to my door.  The price is hard to beat. My kids get excited when they are delivered.
